customer_id,customer_name,card_last_four,home_city,home_state,account_age_days
CU76713-104387,Aaron,6139,Jonesmouth,PR,1891.0
CU5995-683789,Ralph,9333,Rodriguezburgh,MS,1429.0
CU7136-92134,Christie,2061,Martineztown,CO,1994.0
CU66074-977224,Lisa,9186, Ruizville ,WA,1939.0
CU82752-35477,Jose,6340,South Susan,CT,1941.0
CU50418-968003,Ronald,7487,Port Nancy,IA,2312.0
CU62009-610788,Amy,3689,Andrewview,UT,1945.0
CU1012-796730,Eric,8873,Leeville,DE,2000.0
CU25298-928949,Nicole,1826,Port Julie,AS,1705.0
CU34797-867085,Beth,8610,Crystalmouth,TN,1623.0
CU91713-205541,Matthew,8634,Williamhaven,OH,1921.0
CU33691-20421, Ashley ,7863,Port Christopherhaven,TX,1919.0
CU64556-348369,Michael,7960,Laneville,MN,1840.0
CU7182-536380,Joshua,8058,New Tammy,ID,999.0
CU11413-286633,Michael,3777, Ericaton ,DE,1857.0
CU91874-948860,Patricia,5106,North Michael,IA,1718.0
CU85331-921191,Melody,2720,Powerschester,AK,1644.0
CU6941-651600,William,7633,Port Lesliebury,KY,2101.0
CU64530-307020,Tony,8217,South Victoriaborough,AL,1530.0
CU97596-767705, Michael ,5247,Lake Mary,CO,2058.0
CU75230-417743,Rachel,1726,Port Chadburgh,LA,1944.0
CU50117-639903,Michael,3972,New Markhaven,CO,1837.0
CU19672-212637,Karen,6384,East Jacobmouth,MT,1893.0
CU90661-211429,Zachary,,Emilychester,FL,1796.0
CU61986-728289,Jodi,9053,West Michelleton,MN,1682.0
CU70212-465882,Ashley,1853,Wilsonburgh,VI,1730.0
CU93044-591801,Michele,4581,South Steven,MP,3463.0
CU8162-598594,Kaitlyn,7280,North Christianport,MO,1889.0
CU78229-297679,Nicholas,5569,Lake Kennethport,MA,1611.0
CU72406-871018,Jonathan,2877,Port Angelaburgh,MD,1951.0
CU95152-732411,Mike,3085, Martinezland ,SD,1782.0
CU45494-338227,Lisa,1852,Alexanderland,SD,1908.0
CU74256-525803,John,3605,Thomasport,IA,1831.0
CU67874-418847,Matthew,2123,Port Keith,CA,1895.0
CU31604-69549,Melissa,2576,Turnermouth,WA,1869.0
CU32065-684009,Kevin,9290,Deborahchester,ND,1891.0
CU1328-433408,Jeff,8206,Port Mason,PR,2152.0
CU57272-130782,Daniel,3309,Michelleborough,DC,2085.0
CU88138-731713,Darrell,6294,Port Larry,OK,2022.0
CU62357-712446,Joseph,3851,Virginiamouth,NH,1710.0
CU25338-758851,Wanda,8534,New Joseph,ME,2234.0
CU52182-185040,Karina,5421,East Elizabeth,AS,1414.0
CU90868-991774, Tammy ,6704,Gregorybury,NE,1944.0
CU42266-851699,Alejandra,4138,Lake Allen,AZ,1971.0
CU35086-534343,Jessica,8062,Tammystad,LA,1849.0
CU19134-395434,Jason,8209,South Angelachester,MN,2071.0
CU30809-798812,Susan,2801,Stephenbury,TN,1705.0
CU88042-51815,Javier,7045,West Allisonville,IN,1768.0
CU98749-206636,Christopher,8191,South Jacqueline,DC,
CU42550-102069,Jeanette,5012,Rhondastad,ND,2053.0
CU31059-852257,Kathy,6959,Yoderland,NJ,1776.0
CU21612-935087,Keith,5203,New Lauriebury,SC,1841.0
CU97427-801855,Tina,7782,South Megan,MH,1958.0
CU89038-645178,Patrick,1127,West Jenniferhaven,VT,851.0
CU61800-678099,Megan,6385,North Cynthia,MO,1763.0
CU33772-861419,Anthony,7526,Lake Julia,HI,1763.0
CU41814-211525,Gabriel,4324,Mariastad,RI,1654.0
CU85972-115582,Brian,8202,Welchchester,MI,1857.0
CU25015-567135,James,9007,East Luishaven,KY,1502.0
CU71514-759241,Vincent,6862,East Justin,VA,1795.0
CU19491-376290,Xavier,1768,Richardhaven,NJ,1949.0
CU86341-596506, Tammy ,4692,Port Stevenhaven,GU,1978.0
CU62829-519171,Melissa,1772,Lake Suzanne,WI,3497.0
CU60120-29232,Jason,4143, New Melanie ,NM,1632.0
CU70364-872432,Bryan,9027,Webershire,AZ,2011.0
CU18459-947025,William,3759,Mariamouth,DE,1864.0
CU3219-538344,James,8434,West Stephen,PR,1547.0
CU91187-243493,Stacy,3896,Hortonstad,MP,1794.0
CU99514-168326,Anna,2555,Nelsonberg,FM,2033.0
CU17917-364821,Jessica,,North Davidmouth,DC,1668.0
CU36534-320100,Lisa,1478,South Gloria,LA,2309.0
CU60050-668659,Heather,5886,Lake Madisonfort,SC,1831.0
CU23131-814567,Elizabeth,1429,Salazarside,NC,1639.0
CU34165-968057,Steve,5160,Taylorshire,AZ,1794.0
CU54158-298938,Nancy,8591,Genehaven,NJ,1935.0
CU51451-694266,Henry,9523,Taylorside,AR,2367.0
CU54825-66118,Gary,7250,New Ernestberg,PW,2121.0
CU79353-127001,Thomas,7725,Navarroville,RI,1658.0
CU67120-280160,Mary,3160,Millerburgh,PW,1999.0
CU46347-302221,Sandra,6095,Gonzaleztown,PW,2244.0
CU10693-757771,Kevin,8741,North Kevin,OH,1737.0
CU4994-471534,Perry,1352,Silvaberg,PW,
CU48811-964292,Lori,1888,Mosesville,WY,1894.0
CU9405-775500,Bryan,9195,Patelborough,,1833.0
CU65191-703823,Bryan,8384,West Oscarchester,MI,1724.0
CU77675-218000,Kathleen,7866,Paulmouth,SD,1789.0
CU81732-489051,Curtis,6329,Joannaside,IA,2141.0
CU13072-66579,Melissa,7902,Meganland,MS,1857.0
CU53705-831285,Chloe,6308,Tinashire,OR,2035.0
CU96015-405601,Carrie,3193,North Waynemouth,NV,1547.0
CU4569-835711,Tara,7600,Amandaville,VT,1923.0
CU87512-687795,Chris,4420,Lopezland,IA,2059.0
CU87507-874227,Deborah,4887,West Sheriburgh,NJ,1741.0
CU55943-930596, Diana ,8148,Andreville,WV,1696.0
CU51099-793543,Debra,3144,West Ricardofurt,DC,1981.0
CU47122-245377,Gary,9124,Amandashire,NE,1898.0
CU35067-670637, Eileen ,1824,Port Jamesshire,DE,1816.0
CU47010-336241,James,3066,Sheilaport,LA,1776.0
CU28089-632443,Jennifer,9863,West Susanside,AR,1959.0
CU39467-894899, Brian ,9184,Lake Frankside,PR,1778.0
CU85635-818579,Edward,1990,Wheelershire,KS,2219.0
CU23994-639061,James,8390,Lake Paula,OH,1789.0
CU24022-934129,Stanley,4159, East Andrea ,IA,1523.0
CU74455-627213,Ashley,2747,Bradychester,KS,2308.0
CU11806-119491,Kyle,6466,Collinsmouth,VA,2418.0
CU91690-387776,Kevin,1045,Bellburgh,RI,1698.0
CU28588-38788,Kimberly,9718,Hickmanmouth,DC,2808.0
CU54224-467048,Matthew,1023,Ginaburgh,AS,1500.0
CU50314-719424,Barbara,4625,Austinchester,AR,1987.0
CU73096-191476,Susan,8163,Marshallchester,KY,1870.0
CU73638-205370,Michelle,8462,Lake Aprilland,MO,1951.0
CU31473-50150,Matthew,7125,Evelynburgh,GU,2006.0
CU51783-600088,Michael,3916,West Charles,NM,1967.0
CU17901-786350,Laura,5458,Sawyermouth,VA,1711.0
CU37127-79430,David,4995,Ambermouth,VA,1932.0
CU99887-952446,Nancy,7419,Lake Emilyborough,CO,2005.0
CU50588-693855,Nicholas,5666,Matthewhaven,NH,1881.0
CU33029-64586,Kristi,1686,Travisport,ID,2194.0
CU226-460330,Amanda,2359,East Jennifer,OR,1973.0
CU5955-883357,Daniel,8530,Lake Rachel,MO,1374.0
CU33817-534321,Kristen,7887,East Willie,AZ,1934.0
CU77062-786351,,1692,Mckeeberg,MH,2192.0
CU41301-34993,Sean,2846,Port Sean,GU,2172.0
CU48960-587838, Samantha ,4682,Jonesstad,MT,1745.0
CU82553-497204,Harry,8184,Heatherborough,ID,1806.0
CU7859-93593,Cameron,3624,Randallmouth,NC,1648.0
CU23697-90888,,8302,Jenniferberg,NV,1538.0
CU49965-260374,Lisa,9088,Matthewland,MD,1651.0
CU59208-415901,Theresa,1431,New Danielborough,SD,2233.0
CU62206-222931,Robert,7949,West Russellmouth,GA,1966.0
CU73013-781536,Christina,4139,Michellehaven,VT,1889.0
CU61025-302155,Jennifer,2737,Brownside,CT,2356.0
CU7940-32750,Melanie,5483,South Devinside,NH,2147.0
CU55301-659994,Heather,4819,Melissaview,MA,1730.0
CU6932-269525,Ebony,2405,Waltonburgh,AS,2121.0
CU29676-822625,Joseph,3500,Tamaratown,NY,1947.0
CU28745-899270,Richard,4362,West Stephanie,UT,1738.0
CU76692-780918,Ryan,1248,New Michael,MA,1431.0
CU16737-705062,Joshua,3285,Harrishaven,VI,1924.0
CU67878-349879,Marcus,8029,,WV,1761.0
CU54325-100513,Matthew,7393,Ronaldshire,WA,1676.0
CU75512-219539,Robert,3388,Marvintown,NY,2019.0
CU82515-228244,Kayla,,Smithbury,AL,1918.0
CU32249-945779,Larry,5583,Jasonside,IL,1904.0
CU11197-661133,Lisa,4817,West Andreaburgh,,2114.0
CU5391-70293,Jared,2917,Lake Jennifer,IA,2018.0
CU60168-693996,Andrew,1044,Juliehaven,WI,1313.0
CU43073-948958,Eugene,7138,West Chris,,1782.0
CU94925-900753,Darren,8017,North Melissa,MT,2062.0
CU64841-680959,Christopher,2529,Stephanieburgh,WI,1764.0
CU77853-355493,Henry,8062,,AR,3521.0
CU84667-942641, Michael ,6655,North Melissa,SC,2270.0
CU52011-628506,Tara,3095,Lake Andrea,TN,2727.0
CU98623-436873,Howard,5499,New Jessicahaven,WV,1778.0
CU14226-409061,Brian,2739,Monicaberg,AL,1913.0
CU15385-565493,John,5900,Garciaport,AZ,2344.0
CU54797-610088,Lauren,3907,Taylormouth,AR,2048.0
CU84013-168270,Daniel,9493,Port Lynnchester,IA,1033.0
CU93866-197568,Mark,9412,Dorothyside,MP,1207.0
CU88062-644296,Tiffany,1173,Harrisbury,KY,2166.0
CU10495-489304,Michelle,4072,East Nicholasside,AR,2061.0
CU93601-273275,Mark,7550,Port Miguelton,AK,1817.0
CU96261-427254,Mitchell,9339,Davidbury,UT,2279.0
CU4215-549912,Jodi,3884,West Kennethton,NH,2188.0
CU74432-398520,Kathryn,1816,East James,RI,1671.0
CU97541-967261,Anthony,8666,South Felicia,NC,2103.0
CU84096-851379,Timothy,,New Regina,LA,1947.0
CU43155-554122,Michael,6711,New Brandi,NE,2291.0
CU63019-642809,Matthew,7016,Patriciaport,MN,2146.0
CU32140-505080,Shawn,7035,New Jamie,MH,2155.0
CU2940-459671,John,5262,South Ashleyland,MP,1836.0
CU75112-452244,Brian,2367,South Kerryhaven,NV,1950.0
CU7894-362682,Lisa,4524,Millerfurt,IL,1956.0
CU19253-88330,Scott,7926,New Amyhaven,KY,1970.0
CU76352-775857,Ronald,8876,Port Catherine,TN,1251.0
CU66436-109623,Erin,3070,,IN,1659.0
CU10538-177528,Randy,6033,West Victoriatown,NH,2137.0
CU29092-449131, Vicki ,8302,Port Francisco,KS,2088.0
CU25752-390854,Christopher,9237,Taylorshire,ID,1930.0
CU32672-169483,Monica,5628,Robertchester,HI,1571.0
CU48695-614278, Catherine ,6221,East Lucasberg,NV,1289.0
CU72658-484031,Albert,1046,Hayeston,DE,2047.0
CU80909-900679,Cheryl,7277,Rogerton,VT,1906.0
CU22289-109823,Susan,4599,East Mario,WY,1662.0
CU73770-797503,Colton,7958,East Brianhaven,WA,1521.0
CU88049-72246,Tina,6845,Greenborough,LA,1973.0
CU84427-672112,Jackie,3721,Fostertown,CO,1960.0
CU45066-930607,Sandra,6245,Collinville,CT,1823.0
CU96610-253023,Michael,8122,Lopezchester,NY,2193.0
CU18981-892786,Matthew,9288,Fergusonmouth,NY,1995.0
CU40394-365591,Maria,5434,East Davidfurt,OR,1772.0
CU21537-846185,Judith,3661,Carneyburgh,PW,1748.0
CU74918-804015,Dana,5605,West Michelleborough,AR,
CU39579-938304, Derek ,8248,West Robertview,HI,2351.0
CU40962-838156, Ryan ,5672,Laraburgh,NE,1860.0
CU18935-867735,Glenda,7816,Williamborough,MT,2237.0
CU38256-530443,Jean,8851,New Brian,CO,1807.0
CU9951-677525,Jodi,7393,West Gregory,WV,2049.0
CU77092-276126,Leslie,7759,,MA,1963.0
CU18620-259137,Austin,3747,Clarkfurt,VA,2300.0
CU12808-602372,Christina,8544,Lake Adamville,NC,2412.0
CU41896-255731,Heather,9840,New Dariushaven,MS,1812.0
CU67744-30087,Sara,9920,Thompsonberg,VT,1942.0
CU1833-495525,Shane,4365,Chadfurt,NC,1693.0
CU81425-64815,Kristy,7627,Courtneyshire,OK,1818.0
CU56735-774986, Elizabeth ,8635,Taylorview,WV,1716.0
CU6692-640401,Marcus,1049,Carpenterberg,CA,1741.0
CU47230-145497,Shelley,4356,Lisaland,NE,1935.0
CU92969-969169,Robert,9280,North Randy,GU,1880.0
CU34507-777697, Alexis ,2227,Velezchester,OH,1898.0
CU37331-577873,Nicholas,8033,,UT,1674.0
CU40650-235322,Julie,5197,New Jerome,NV,1685.0
CU12019-112361,Jacob,5324,Lake Stephaniefurt,PR,1655.0
CU67711-537495,Travis,5607,South Heatherchester,MO,2102.0
CU62755-405555,Sylvia,4749,East Justin,NM,1704.0
CU62865-905235,Jacob,5102,Kerryview,RI,1682.0
CU53542-399882,Casey,1909,Lake Brettmouth,OH,2227.0
CU31679-114536,Kelly,5980,South Marc,UT,1845.0
CU98849-609562,David,8979,South Alantown,VT,1216.0
CU45816-998486,James,1523,New Kimberlyview,NM,1782.0
CU35840-487308,Abigail,7206,Ayalafort,MP,2096.0
CU67668-35550,Jessica,6480,Port Patrickview,AR,1785.0
CU46629-583518, Craig ,7775,,MD,2220.0
CU81041-648988,Melissa,6139,Lake Reginashire,HI,1973.0
CU586-22623,Shannon,9467, Paulshire ,MH,1933.0
CU63898-28262,Jennifer,9917,Susanville,TN,1976.0
CU88062-235291, Sharon ,6621,Chapmanview,MA,2057.0
CU92739-206868,Robert,1282,Lake Michelle,IN,1843.0
CU22583-30482,Daniel,8727,New Michaelborough,CO,1957.0
CU16009-354503,Brandon,4674,Amyland,AS,1816.0
CU8440-770482,Shawn,4163,Lake Hollystad,SC,2008.0
CU77299-920430,Johnny,7196,Scottton,FL,327.0
CU98692-316502,Monica,7615,Collinsborough,IL,1930.0
CU5514-434863,Jacob,9002,Calebfurt,NM,2048.0
CU75102-445931,Yolanda,5573,Eugeneport,MP,2036.0
CU54288-151903,Bradley,5563,Port Hectorshire,UT,1684.0
CU99907-538657,Adrienne,4514,New Tamara,WA,1897.0
CU24379-94549,Amy,6075,,UT,2044.0
CU21670-187895,Brian,2834, Dakotaside ,NM,1230.0
CU25792-123918,David,8159,West Kimberly,AS,1852.0
CU30606-908462,Rodney,3923, Kennedyland ,IN,1902.0
CU75648-304466,Alexis,9659,South Austinland,VA,1532.0
CU83921-58874,Rodney,9390,South Robertmouth,MO,1720.0
CU80157-399965,Timothy,7473,Port Amanda,MH,1833.0
CU8644-112468,Christine,6185,West Christopherhaven,AR,2025.0
CU36481-257570,Lisa,9440,Shahville,AS,1849.0
CU71539-341860,Jack,8329,Port Laura,WA,1977.0
CU29244-489857,Christina,4503,Lake Kevin,ME,1813.0
CU30211-800798,Natalie,4506, West Christopherhaven ,WI,1740.0
CU7148-622021,Frank,2798,New Johnstad,CT,1853.0
CU44725-943989,Taylor,4034,East Markport,MI,2085.0
CU6564-696566,Michele,8168,West Chris,OK,1939.0
CU54014-420183,Brenda,7959, New Erinmouth ,MH,1852.0
CU72765-985937,Richard,6335,Herreramouth,MP,2067.0
CU92438-66871, Patrick ,8925,Lewishaven,KS,1705.0
CU8667-223511,Heather,2881,South Amberburgh,NY,2229.0
CU95297-921251,Joshua,6902,Pagefort,NY,1572.0
CU94699-897832,Gerald,3545,Ramosmouth,TN,1809.0
CU14343-694619,Stephen,6013,Franciston,MH,2167.0
CU25397-24172,Aaron,7262,Christopherfurt,NH,1949.0
CU90803-456966,Rebecca,2014,Hardyshire,WV,1938.0
CU77449-297107,Joel,6760, Evanshaven ,SD,1928.0
CU99675-686421,Heather,3071,Taylorbury,NH,2462.0
CU20653-607523,Brandon,2161,Christopherbury,DE,1892.0
CU51872-980613,Paul,8817,Kimberlymouth,ME,1834.0
CU27220-193127,Pamela,9172,Mariahberg,SC,1452.0
CU33572-422494, Sara ,6109,West Jeremy,RI,1583.0
CU81813-757734,Kimberly,1178,West Taraborough,AS,1507.0
CU42674-68019,John,4948,Lake Jamesland,NY,1893.0
CU62802-233852,Diane,4084,Sullivanbury,CA,1860.0
CU10894-858099,Jill,7287,Baileytown,NE,1875.0
CU84839-39165,Julie,8904,East Stephanie,CT,1918.0
CU66119-725487,Brenda,2708,Jonesside,PR,2224.0
CU50427-691533,Laura,9241,Peterfort,GA,1919.0
CU68856-674002,Kelli,6649,Port Jessica,NM,1872.0
CU2680-581346,Jessica,8484,West Bethany,OH,2081.0
CU43167-94449,Jackie,1535,Goodwinport,CT,1765.0
CU92326-451321,Philip,3653,Michaelhaven,CT,1713.0
CU8504-426204,Shelia,2281,Vincentville,TN,1879.0
CU89489-226545,Heather,7726,Andersonland,ID,3011.0
CU16153-245613,Richard,2024,Lake Rachael,NM,2062.0
CU83257-49595,Hailey,2676,East Elizabeth,IA,1407.0
CU52603-547228, Harold ,6602,Kathleenton,ND,2313.0
CU14675-629237,Christopher,6483,Wallaceview,AL,1792.0
CU9882-369642,Nathan,4602,East Johnport,MS,1891.0
CU43315-231032,Samantha,9512,East Suzanne,IL,1893.0
CU42681-250434,Tara,5733,Smithfurt,FM,1784.0
CU74635-92222,Richard,5872,Dominiqueton,OH,1899.0
CU8965-505731,Thomas,9793,Pearsonberg,NJ,1928.0
CU74146-104528,Karla,3291,Cohenview,LA,1698.0
CU66824-932536,Clinton,7822,Michaelland,PR,1432.0
CU97947-46372,Melissa,6493,Port Joanne,CT,1924.0
CU44706-504249,Dustin,6056,West Ryan,OR,1808.0
CU64836-777162,Christine,4545,Richardbury,PR,1836.0
CU11982-924451,Michael,1194,Ramirezbury,IN,2465.0
CU83252-433028,Marie,9290,North Katherineview,SD,1100.0
CU48357-574654,Thomas,6348,East Thomasside,GU,1635.0
CU90383-449499,Michael,3034,Jacksonchester,ND,1725.0
CU78697-364459,Robin,6602,Hayleyberg,GU,1871.0
CU99868-271793,Corey,7335,Robertfort,AK,3283.0
CU30153-424510,Catherine,5893,East Connieborough,NY,1699.0
CU71932-572137,Troy,4966,South Amy,AR,1984.0
CU65277-50558,Christopher,7255,Wallacebury,GU,1506.0
CU24728-449118,Matthew,4774,Gillview,MS,2063.0
CU88032-935408,Eric,1238,West Janestad,NM,1780.0
CU33826-953937,Courtney,1210,West Monicatown,CO,1919.0
CU93407-861801,Tony,3598,Loweton,NH,1666.0
CU59578-274451,Bradley,3833,East Jennifer,AK,1729.0
CU2711-193360,Gina,9864,Amberfurt,NY,1809.0
CU48418-66406,Scott,7652,Gregoryfurt,AR,1701.0
CU19594-64843,Tyler,2847,New Jacobchester,RI,1780.0
CU28355-272146,Oscar,3306,South Deborahville,TN,1780.0
CU63893-497183,Lori,3820,Stuartview,WA,2120.0
CU84601-297760,Amy,6711,Jessicaberg,SC,1711.0
CU17104-307215,Katherine,1756,Garciamouth,CA,1826.0
CU7112-545581,Kristin,7906,South Roberto,KS,1735.0
CU86779-143906,Scott,5388,Maryborough,MH,2035.0
CU85165-641847, Dawn ,9710,East Feliciaport,RI,1612.0
CU89696-691599,Alexis,5262,Dakotaview,MI,1925.0
CU85377-129621,Sandra,1468,West Timothy,KY,1662.0
CU54012-320564,Lauren,8340,Lake Brittanyside,MI,1592.0
CU82328-421802,Kevin,9393,West Felicia,MS,1826.0
CU81129-39178,Harold,5763,New Robertport,PA,1870.0
CU12741-477409,Victoria,9218, Campbellland ,WY,2098.0
CU94613-282360,Melvin,6832,Lake Kathrynbury,OH,1909.0
CU26209-383241,Monica,1472,Hayestown,PR,1869.0
CU13792-929985,Veronica,1648,Whiteview,MS,1755.0
CU54133-596854,Joe,1582,North Christine,ND,1789.0
CU45608-409083,Denise,9973,,TN,1786.0
CU30541-340215,Anthony,4951,Tanyachester,GA,1795.0
CU44312-819103,Chloe,1346,East Richardview,SC,2000.0
CU85761-139335,Robert,7913,New Brian,PR,1810.0
CU33543-240617,Gordon,5800,Jesusside,LA,767.0
CU9604-746789,Billy,6283,Marvintown,MS,1700.0
CU38035-50501,Nicholas,2764,,OR,2094.0
CU72942-305277,Katie,8943,East Richardfurt,PR,1944.0
CU44517-330335,Tara,4809,Murrayville,OR,1433.0
CU20122-477954,Travis,6668,Collinsmouth,RI,1951.0
CU48688-669449,Martin,6913,Lake Allen,FM,1892.0
CU274-566699,Nichole,1372,Mathistown,TN,1542.0
CU68348-656869,Mary,4353,New Christineberg,CA,1933.0
CU55269-646511,Deborah,4767,Marissamouth,GA,2116.0
CU68475-895241,Marc,3606,Batesstad,TN,1736.0
CU91883-25295,Judith,9726,Calebfurt,AS,1732.0
CU66402-581451,David,3698,Port Keith,FM,1481.0
CU90447-421483,David,7467,Joneston,UT,1845.0
CU79468-618058,Brian,9375, Ashleyton ,MI,1995.0
CU83160-237298,Michelle,6812,Castanedaville,MD,1695.0
CU39455-981978,Travis,9589,Danielview,MN,2425.0
CU69998-493541,Gerald,4215,Barbarastad,UT,1803.0
CU91800-578580,William,5642,Patriciamouth,IL,1775.0
CU46775-707389,Andrea,5253,North Luis,MD,1650.0
CU91432-249589,Gregory,9516,West Benjaminside,MO,1860.0
CU59799-495791,Joshua,1705,Tracychester,HI,1265.0
CU90971-993233,Tyler,9119,West Joshua,TX,1838.0
CU59678-73183,Steven,6359,Davidsonbury,OR,2412.0
CU62292-365679,Justin,1939,West Susanside,GA,1702.0
CU95300-927540,Michael,8501,East Kimberly,MD,1560.0
CU62512-324073,Cheryl,2668,Jacquelinebury,GA,2110.0
CU52317-794793,Kristine,5870, Brittanystad ,MH,1767.0
CU81859-307788,Ellen,2085,Michaelfort,AS,1582.0
CU39123-537572,Robert,8330,New Christopher,MS,1609.0
CU96105-952592,Thomas,4580,West Loriborough,NJ,1901.0
CU63760-876386,Alisha,8504,Smithshire,CT,1816.0
CU24097-445160,Michelle,4499,,PR,1917.0
CU61618-462147,Jennifer,2883,Michealmouth,TX,1914.0
CU47391-954102,Sarah,6466,Richardshaven,MT,1830.0
CU67215-776623,Darrell,1133,East Amanda,GU,1823.0
CU64347-521397,Alexander,9521,Port Jason,NC,1874.0
CU26555-549883,Mason,6784,Kentport,WI,2280.0
CU70460-978415,Brenda,8927, South Chasehaven ,MD,1587.0
CU62604-855953, Tina ,1832,Port Javierton,FM,2115.0
CU69220-902945,Sarah,2161,Lake Thomas,VA,1519.0
CU89641-782927,Joshua,4292,Allenshire,NE,2041.0
CU15963-91897,Erika,5328,Williamstad,LA,2034.0
CU1308-474737, Andrea ,8828,Tammyburgh,MI,1731.0
CU61303-472026,Diane,1436,Charlesburgh,NC,2124.0
CU67590-718124,Michael,4235,East Jeremyview,WV,3335.0
CU89239-795471,Nicholas,3011,Williamsstad,MT,1893.0
CU7408-522963,Tony,8391,Petermouth,PW,3582.0
CU94720-175313,Denise,8589,New Markhaven,ND,1919.0
CU20368-411845,Dawn,5465,Port Garyport,CO,1979.0
CU64922-826125,Samuel,2101, North Kevin ,VA,1804.0
CU56137-512276,Julie,5158,Port Caleb,AZ,2122.0
CU5589-497605,Mary,6996,South Kristenfurt,OH,1880.0
CU6376-777989,Steven,7809,,CA,1818.0
CU96684-744205,Edward,9368,Port Aliciamouth,NC,1985.0
CU67155-25197,Ryan,5245,Nathanbury,MS,1779.0
CU43903-839371,Rick,4923,West Nicholastown,NM,2095.0
CU92322-104429,Alison,7689,Collinville,RI,3394.0
CU70075-433255,Belinda,2414,North Ashley,VI,2092.0
CU78751-304698,Susan,8614, Lewismouth ,MA,1813.0
CU71424-396148,Andrea,8679,Matthewchester,NV,1918.0
CU65001-695387,Craig,5109,Justinview,MH,2243.0
CU84369-101804,,3795,Johnsfurt,FL,2196.0
CU88175-478285,Nicholas,4395,,UT,2119.0
CU17479-292372,Joshua,1143,Hubershire,DC,1947.0
CU85606-272639,Ricardo,2970, Ellisonchester ,WA,2559.0
CU18343-441968,Nancy,2533,East Thomasview,MP,1692.0
CU65302-413073,David,3251,Port Erica,OK,1888.0
CU28501-260755, Michele ,4013,West Nicoleton,MT,2010.0
CU72774-730407,Anne,5198,New Joshuashire,DE,1721.0
CU54062-317346,Amanda,4329,East Christopherville,WA,2012.0
CU28339-952122,Rebecca,5301,Swansonchester,MT,2035.0
CU17355-995724,Nancy,4632,Susanfort,CO,3301.0
CU35984-332248,Amanda,1186,Port Brian,PR,2224.0
CU94593-948731,Paul,1805,East Jakeview,GU,1762.0
CU5720-300701, Jeffrey ,9521,Cardenastown,VT,1741.0
CU17063-506511,Frank,4610,Perezview,CT,1835.0
CU2913-908150,Desiree,4474,Laraview,VA,1870.0
CU85298-604625,Alex,8196,Julieborough,AS,1348.0
CU34571-483559,Danielle,5771,Myershaven,OK,2289.0
CU46222-560321,Connor,6753,New Joseph,ID,1927.0
CU85750-988572,Chad,6919,South Shelbyburgh,WA,1779.0
CU79004-907367,Jonathan,2730,East Thomasside,WA,1974.0
CU20793-366732,Gregory,7320,Clarkberg,OR,1852.0
CU89527-631170,John,6802,South Maureen,NJ,2260.0
CU87589-750390,Jennifer,1789,Moseschester,GA,1713.0
CU68532-54325,Robert,8443,West Heathershire,VA,1730.0
CU79404-607052, Tyler ,5124,New Johntown,NC,1655.0
CU89761-559793,Brittany,9416,Shannonhaven,WI,1979.0
CU31758-717207,Jennifer,9468,,SD,1910.0
CU89748-628156,Christopher,6546,Campbellhaven,MI,1441.0
CU37320-770138,Kurt,5735,South Samuel,MP,1871.0
CU9537-453966,Thomas,9345,Lake Robertville,CT,3062.0
CU44792-152603,David,7580,Port Kimberly,RI,1847.0
CU37628-805434,Joshua,5209,West Hannahton,NH,1962.0
CU43492-741436,Troy,3551,New Susanmouth,MO,1870.0
CU24260-747252,Brian,5233,Virginiamouth,VT,1940.0
CU29803-284493,Lisa,6974,Crawfordshire,LA,1626.0
CU59901-115785,Patrick,1885,West Cathytown,CA,2187.0
CU12929-978024,Sydney,9396,Gregoryfurt,VA,1680.0
CU61292-217022,Matthew,5830,Jasonport,PR,2066.0
CU8974-529900,Diana,7466,Pattersontown,ID,1780.0
CU67005-628031,Michael,8061,West Philipstad,DE,2122.0
CU51226-325170,Gary,3605,Crawfordshire,IA,2121.0
CU18611-157658, Amy ,2003,Williamsland,KY,1798.0
CU51750-485971,Christina,3465,Jessicaburgh,WV,2011.0
CU33452-860369,John,7165,Wrightburgh,WY,2333.0
CU98257-840147,Jasmine,4211,East Benjaminport,AS,1757.0
CU22185-248341,Shannon,3721,Kimberlyport,NM,1818.0
CU91868-942670,Morgan,2814,West Rodneymouth,WY,2175.0
CU5331-391171,Lindsey,5414,Carolineland,CT,1963.0
CU76151-10107, Sharon ,5104,South Karen,OR,2177.0
CU58782-610725,Cynthia,5238,Lake Cameronview,MD,1674.0
CU13878-479599,Michelle,2548,Murrayland,CT,2119.0
CU89710-414092,Brandon,3398,Lake Jamesfurt,ME,1838.0
CU73486-365352,Gabriella,5615,Port Daniel,MH,1923.0
CU83417-929152,Gary,6877,Ayalaborough,UT,1847.0
CU77610-85448,Richard,4271,Marshmouth,MO,2129.0
CU92002-132921,Amanda,7427,West Leah,AZ,2017.0
CU76312-156637,Cheryl,3898,,MO,1876.0
CU87760-300441,,5653,Silvaberg,MI,1834.0
CU58817-811366,Jocelyn,4185,Montgomeryport,PW,1709.0
CU69568-986796,Jennifer,2552,South Kimberly,DE,1711.0
CU59795-50386,Abigail,3270,,WI,1803.0
CU35805-718163,Jessica,7446,Lopezmouth,MT,1652.0
CU75917-512986,Deborah,1456,Vegahaven,WI,1728.0
CU26496-837917,Ian,5856,Diazburgh,MP,1919.0
